ID,Sentiment
20171,Positive
4983,Positive
14963,Positive
276,Positive
6515,Positive
1684,Positive
3823,Positive
3263,Positive
1461,Positive
22347,Positive
23172,Positive
3897,Positive
14241,Negative
20866,Positive
14949,Negative
16207,Positive
9746,Positive
18746,Negative
1035,Positive
19016,Positive
10023,Positive
15837,Positive
10817,Positive
14153,Positive
14814,Positive
7132,Positive
16549,Positive
785,Positive
6534,Negative
23426,Positive
22568,Positive
12313,Negative
11992,Positive
15899,Negative
2001,Positive
19779,Positive
5149,Positive
736,Positive
13494,Positive
9083,Positive
7856,Positive
7025,Negative
21492,Positive
21013,Positive
19307,Positive
10490,Negative
16785,Positive
8997,Positive
19758,Positive
16403,Positive
12183,Positive
19017,Positive
918,Positive
7566,Negative
4382,Positive
444,Positive
18195,Positive
4092,Positive
1743,Positive
3527,Positive
7484,Positive
8317,Negative
20892,Positive
9150,Positive
8264,Positive
21821,Negative
15737,Negative
15076,Positive
11685,Negative
20599,Positive
8900,Positive
6009,Positive
16628,Positive
16376,Positive
4618,Negative
3840,Positive
16961,Positive
5743,Positive
17885,Negative
19233,Positive
17957,Positive
19007,Positive
9107,Positive
9263,Negative
14816,Negative
995,Positive
16703,Positive
3046,Positive
22182,Positive
12401,Positive
594,Positive
20951,Positive
12185,Positive
6125,Positive
5653,Positive
16802,Negative
4622,Positive
7531,Positive
9451,Positive
5617,Positive
15351,Positive
3675,Positive
8429,Positive
22406,Positive
9955,Positive
450,Negative
14218,Positive
478,Positive
9886,Positive
19308,Positive
6205,Negative
702,Positive
11796,Positive
11941,Positive
19071,Positive
16609,Positive
15860,Positive
13084,Positive
17877,Positive
15161,Positive
2700,Positive
17129,Positive
14994,Positive
15528,Positive
3558,Positive
14507,Positive
1477,Positive
12795,Negative
12789,Positive
13053,Positive
16156,Negative
13919,Positive
1738,Positive
12559,Positive
2933,Negative
7654,Positive
11062,Positive
2607,Positive
17266,Positive
21044,Positive
1704,Positive
20588,Positive
4380,Positive
23264,Positive
19900,Positive
11057,Positive
1242,Positive
15621,Positive
14331,Positive
16544,Positive
6940,Positive
7392,Positive
11531,Positive
8825,Positive
22642,Positive
3323,Positive
2535,Positive
2690,Positive
19506,Positive
1005,Positive
8719,Positive
3658,Positive
7904,Positive
9945,Positive
364,Positive
11017,Positive
6508,Positive
5950,Positive
22976,Positive
16077,Positive
1540,Positive
12212,Positive
18903,Positive
1539,Positive
11322,Negative
1053,Positive
14452,Positive
5480,Positive
8209,Positive
15912,Positive
4528,Positive
3738,Positive
22773,Positive
3809,Negative
2217,Positive
14306,Positive
13968,Positive
214,Negative
13120,Positive
5989,Positive
14044,Positive
2156,Positive
19040,Positive
12210,Positive
13768,Positive
3103,Positive
4298,Positive
12547,Positive
3014,Positive
16798,Positive
22828,Positive
20097,Positive
6623,Positive
13844,Positive
40,Positive
14538,Positive
14174,Positive
956,Positive
12008,Positive
1426,Positive
2765,Positive
23282,Negative
13675,Positive
21329,Positive
18035,Positive
1204,Positive
18410,Positive
11753,Positive
12728,Positive
425,Positive
1361,Negative
16276,Positive
18348,Positive
23182,Negative
6514,Positive
2937,Positive
20430,Positive
9444,Positive
1482,Negative
10450,Negative
7351,Positive
13384,Positive
15359,Positive
91,Positive
6587,Positive
20990,Positive
3271,Positive
17236,Negative
22040,Positive
21468,Positive
20757,Negative
10595,Positive
3560,Positive
6279,Positive
19180,Negative
4835,Positive
15753,Positive
20370,Positive
7403,Positive
20651,Negative
22593,Positive
10771,Positive
4475,Positive
21277,Positive
15234,Positive
15954,Positive
3905,Positive
17330,Negative
6616,Positive
5987,Positive
10993,Positive
3381,Positive
2174,Positive
489,Positive
603,Negative
5614,Positive
11821,Positive
19339,Negative
8772,Negative
8526,Positive
14883,Positive
5958,Positive
20192,Positive
14023,Positive
4701,Positive
6122,Positive
15582,Positive
13873,Positive
14906,Positive
1056,Positive
21915,Positive
10430,Positive
4545,Positive
15074,Positive
22690,Negative
7021,Positive
8344,Positive
17873,Positive
7516,Positive
7946,Positive
22342,Positive
12254,Positive
22022,Negative
14337,Negative
9056,Positive
20339,Positive
5119,Positive
17654,Positive
3013,Negative
2616,Positive
3227,Positive
7376,Positive
11964,Negative
4332,Positive
20350,Positive
16590,Positive
4312,Positive
7482,Positive
4315,Positive
22044,Positive
12995,Positive
2762,Positive
3781,Positive
5871,Positive
11283,Positive
18944,Positive
16809,Positive
17492,Positive
2954,Positive
13995,Positive
21355,Positive
684,Positive
10542,Positive
13332,Positive
16390,Positive
10127,Negative
112,Positive
6276,Positive
807,Negative
13424,Positive
16432,Positive
19772,Positive
16143,Positive
3619,Positive
14611,Positive
6045,Positive
2776,Positive
18947,Positive
17895,Positive
12422,Positive
5752,Positive
7303,Negative
18916,Positive
4483,Positive
776,Positive
12919,Positive
11890,Positive
2911,Positive
15006,Positive
23187,Positive
5216,Positive
13961,Positive
18433,Positive
14619,Positive
9482,Positive
1733,Positive
9071,Positive
1068,Positive
21175,Positive
878,Positive
15604,Positive
14698,Positive
23255,Negative
15385,Positive
20546,Positive
11484,Positive
7348,Negative
20359,Positive
13674,Negative
19213,Positive
6187,Positive
3296,Positive
13571,Positive
960,Positive
19968,Positive
11568,Positive
20470,Negative
17718,Positive
10692,Positive
4119,Positive
7056,Positive
2587,Positive
4426,Positive
1544,Positive
15767,Positive
12072,Positive
15027,Positive
10099,Negative
814,Negative
6784,Positive
19957,Positive
1246,Positive
13160,Positive
714,Positive
13040,Positive
21253,Positive
9997,Positive
10902,Negative
18251,Positive
22442,Negative
19508,Positive
21456,Positive
12137,Positive
10840,Positive
21052,Positive
4135,Positive
11213,Positive
22059,Positive
8572,Positive
11210,Positive
22538,Negative
837,Positive
9732,Positive
11793,Positive
16523,Negative
18670,Positive
16871,Positive
23340,Positive
19202,Positive
5791,Negative
19711,Positive
1891,Negative
14233,Positive
19094,Positive
9446,Positive
6979,Positive
10424,Positive
7938,Positive
18417,Positive
8661,Positive
12534,Positive
14717,Positive
4287,Positive
3582,Positive
20217,Negative
12665,Positive
12285,Negative
18810,Positive
20162,Positive
1446,Positive
9097,Positive
22465,Positive
384,Positive
3956,Positive
22806,Positive
3825,Positive
14942,Positive
13727,Positive
10781,Positive
20079,Positive
19542,Positive
21336,Positive
3780,Positive
984,Positive
20328,Positive
22314,Positive
20616,Positive
5591,Positive
2022,Negative
18859,Positive
22711,Positive
3280,Positive
10205,Positive
14418,Positive
8351,Positive
7024,Negative
17999,Positive
6848,Positive
6689,Positive
17313,Positive
7716,Positive
18666,Positive
13827,Positive
14043,Positive
16678,Positive
14672,Positive
16540,Positive
118,Negative
2650,Positive
17007,Positive
20051,Negative
8943,Positive
8110,Positive
15793,Negative
3745,Positive
21957,Positive
5827,Positive
7762,Negative
3430,Positive
16365,Positive
3948,Negative
6191,Positive
23335,Positive
22461,Positive
22424,Negative
23376,Positive
20878,Positive
7419,Positive
13109,Positive
8577,Positive
2261,Positive
7557,Positive
23296,Positive
8008,Positive
15401,Positive
23428,Positive
12949,Positive
1261,Positive
20976,Positive
22475,Positive
21501,Positive
4532,Positive
10265,Positive
13279,Positive
4082,Positive
13611,Positive
15473,Positive
6341,Negative
5744,Positive
8615,Positive
12668,Positive
6742,Positive
8072,Positive
17089,Positive
13597,Positive
1806,Negative
9531,Positive
11088,Positive
19147,Positive
4871,Positive
23416,Positive
13433,Positive
4793,Positive
21682,Positive
20083,Positive
5829,Positive
18905,Positive
1401,Positive
13287,Positive
8068,Negative
2947,Positive
9912,Positive
86,Positive
13582,Positive
21628,Positive
14256,Positive
6150,Positive
954,Positive
18106,Positive
2300,Positive
17434,Positive
11775,Positive
15688,Positive
21881,Positive
9002,Positive
16053,Positive
18018,Positive
18549,Positive
15197,Positive
10035,Negative
11264,Positive
19525,Positive
7078,Positive
21424,Positive
6177,Positive
5558,Positive
9078,Negative
21913,Positive
8230,Positive
20998,Positive
18919,Positive
23149,Positive
16622,Positive
5068,Positive
19059,Positive
2166,Positive
19585,Positive
20113,Positive
16771,Negative
18939,Positive
5234,Negative
876,Positive
16530,Positive
13830,Positive
10025,Positive
17620,Positive
10702,Positive
19636,Positive
20954,Positive
16050,Positive
19716,Positive
1001,Positive
11924,Positive
137,Positive
13431,Positive
12035,Positive
22158,Positive
20146,Positive
557,Positive
14757,Negative
15973,Positive
21968,Positive
20882,Positive
7448,Positive
19862,Positive
10736,Positive
12822,Positive
20271,Positive
17914,Positive
4740,Positive
10607,Positive
14813,Positive
17517,Positive
963,Negative
18471,Positive
17852,Positive
11687,Positive
14725,Negative
22777,Positive
20603,Negative
21299,Positive
19736,Positive
5972,Positive
11637,Positive
4870,Positive
22183,Positive
173,Positive
13890,Negative
1250,Positive
15340,Positive
20015,Positive
17126,Positive
972,Negative
8761,Positive
11649,Positive
9815,Positive
14501,Positive
8571,Positive
13418,Positive
61,Negative
16653,Positive
19789,Positive
7923,Positive
5465,Positive
5784,Positive
2922,Positive
2134,Positive
16948,Positive
18750,Positive
16382,Positive
2865,Positive
12117,Positive
3179,Positive
8712,Positive
5371,Positive
5461,Positive
11130,Negative
15479,Positive
16013,Negative
6343,Positive
6401,Positive
12364,Positive
5720,Positive
11410,Positive
7821,Positive
11904,Positive
8729,Positive
12952,Positive
7731,Positive
4772,Positive
14097,Negative
17806,Positive
10157,Positive
12867,Positive
95,Positive
4874,Positive
13067,Positive
3133,Negative
20745,Positive
7563,Negative
16567,Positive
16095,Positive
18373,Positive
20573,Positive
11887,Positive
11379,Positive
3932,Positive
5166,Positive
1554,Positive
20643,Positive
2214,Positive
9543,Negative
4505,Positive
18111,Positive
6957,Negative
7541,Positive
16998,Positive
7478,Positive
20538,Positive
7006,Positive
5702,Positive
17640,Positive
18612,Positive
17522,Positive
10962,Positive
7148,Positive
6887,Positive
9203,Positive
3191,Positive
17527,Positive
9465,Positive
23106,Positive
2793,Negative
4032,Positive
8018,Positive
12773,Positive
22092,Positive
8904,Positive
17120,Negative
15610,Positive
20006,Positive
817,Positive
11831,Positive
9164,Positive
20922,Negative
20357,Positive
6420,Positive
22743,Positive
1749,Positive
19321,Positive
6013,Positive
5419,Positive
12022,Positive
13290,Positive
5377,Negative
8226,Positive
18782,Negative
14144,Positive
2356,Positive
16215,Positive
14298,Positive
10893,Negative
3959,Positive
8591,Positive
2415,Positive
15769,Positive
5803,Negative
19188,Negative
16686,Positive
18054,Positive
11715,Positive
7800,Positive
18966,Positive
7105,Positive
16685,Negative
3087,Positive
23043,Positive
5738,Positive
3412,Positive
20541,Positive
22101,Positive
7707,Positive
6964,Positive
16970,Positive
16962,Positive
16997,Positive
19864,Negative
1854,Negative
6657,Positive
5926,Positive
15324,Positive
973,Positive
7935,Positive
116,Positive
23316,Positive
19935,Positive
23147,Positive
3229,Negative
9080,Positive
2290,Positive
20662,Positive
14296,Positive
17907,Positive
7442,Positive
6080,Positive
8759,Positive
13736,Positive
7263,Positive
16939,Positive
10188,Positive
11712,Positive
13831,Positive
14471,Positive
11436,Positive
21853,Positive
6633,Positive
1944,Positive
8141,Positive
5831,Positive
20623,Positive
5309,Positive
22169,Positive
14586,Positive
13407,Negative
16563,Positive
19221,Negative
23271,Positive
7256,Positive
3864,Positive
1623,Positive
9421,Positive
8120,Positive
9749,Positive
20986,Positive
9606,Positive
12556,Positive
18793,Positive
19056,Positive
16320,Positive
13623,Negative
15421,Positive
5824,Positive
19342,Positive
14768,Positive
15776,Positive
9005,Positive
21015,Positive
16127,Positive
3567,Positive
3965,Positive
8606,Positive
572,Positive
15578,Positive
19406,Positive
779,Positive
12479,Positive
13049,Positive
3833,Negative
6987,Positive
7313,Positive
21124,Positive
11856,Positive
20433,Negative
9108,Positive
23323,Positive
2791,Positive
16392,Positive
18800,Positive
14498,Negative
15573,Positive
13026,Positive
6235,Negative
20490,Positive
11139,Positive
1886,Positive
18247,Positive
2167,Positive
1802,Positive
18214,Positive
22353,Positive
7836,Positive
19984,Positive
7405,Positive
22034,Positive
22309,Positive
14679,Positive
8248,Positive
8961,Positive
2031,Negative
8414,Positive
11562,Positive
12821,Positive
6238,Positive
11643,Negative
15494,Positive
13936,Positive
12923,Positive
11406,Negative
9411,Positive
19665,Positive
4492,Positive
15496,Positive
20560,Positive
19989,Positive
5402,Positive
14764,Positive
20935,Positive
22977,Positive
17613,Negative
15708,Positive
19269,Positive
21070,Positive
17341,Positive
1702,Positive
18774,Positive
7693,Negative
4729,Positive
5739,Positive
7713,Positive
9207,Positive
14309,Positive
19084,Negative
768,Negative
22354,Positive
14267,Positive
15565,Negative
23006,Positive
11323,Positive
22612,Positive
16524,Positive
458,Positive
2070,Positive
9012,Positive
16502,Positive
1523,Positive
1887,Positive
19649,Positive
4590,Positive
12670,Negative
19815,Positive
5044,Positive
23358,Positive
1152,Positive
15668,Positive
7547,Positive
901,Negative
3289,Positive
9936,Positive
12545,Positive
20680,Positive
22567,Positive
18392,Positive
7295,Positive
21042,Positive
13628,Positive
10438,Positive
14819,Positive
6678,Negative
3908,Positive
6764,Positive
16451,Positive
15848,Positive
2182,Positive
21302,Positive
2928,Positive
13175,Negative
6959,Positive
22760,Positive
15678,Positive
20823,Positive
4654,Positive
8706,Positive
13971,Positive
6506,Positive
13657,Positive
11838,Positive
4213,Negative
966,Positive
23417,Positive
18431,Positive
8050,Positive
13731,Positive
5158,Positive
21486,Positive
22692,Negative
96,Negative
21572,Positive
2447,Positive
5421,Positive
16344,Positive
2605,Positive
17164,Positive
17366,Positive
10667,Positive
15017,Positive
14721,Positive
9262,Negative
22057,Positive
15724,Positive
3918,Positive
19775,Negative
6871,Negative
19491,Positive
18496,Positive
9721,Positive
13312,Negative
22377,Positive
10112,Positive
12239,Positive
549,Positive
17118,Positive
8952,Positive
13604,Positive
9617,Positive
10775,Positive
10733,Positive
14093,Positive
12606,Negative
6686,Positive
22107,Positive
17800,Positive
14562,Positive
6513,Positive
2035,Negative
21298,Negative
14368,Positive
16916,Positive
7870,Negative
5693,Positive
1050,Positive
1325,Positive
3026,Positive
21700,Positive
5238,Positive
16834,Positive
6197,Positive
9070,Positive
20229,Positive
11128,Positive
19552,Negative
290,Positive
12915,Positive
11860,Positive
7117,Negative
17273,Positive
18218,Positive
14629,Positive
15698,Positive
23288,Positive
22487,Positive
21003,Positive
4102,Positive
14886,Positive
15900,Negative
20074,Positive
11978,Positive
16219,Positive
3765,Positive
12684,Positive
20449,Positive
804,Positive
9742,Positive
19101,Positive
15704,Positive
14659,Positive
3140,Negative
8804,Positive
11109,Negative
19453,Positive
19099,Negative
23367,Positive
16935,Positive
14380,Positive
12753,Positive
15970,Positive
8504,Negative
17752,Positive
16255,Positive
14716,Positive
19437,Positive
6576,Positive
16305,Positive
22111,Positive
13217,Positive
7914,Positive
11655,Positive
20960,Positive
14034,Positive
6070,Negative
1524,Positive
14324,Negative
13788,Positive
18890,Positive
9134,Positive
18137,Positive
3097,Positive
13364,Positive
18031,Positive
2201,Positive
14138,Positive
1354,Positive
17978,Positive
20465,Negative
4383,Positive
2658,Positive
20273,Positive
1138,Positive
1930,Negative
17402,Positive
5580,Positive
22243,Positive
21010,Positive
23473,Positive
22393,Positive
8521,Positive
5213,Positive
1610,Positive
17122,Positive
8280,Positive
12109,Positive
18466,Positive
11400,Positive
13913,Positive
9604,Positive
13476,Positive
18032,Positive
22632,Negative
22270,Positive
11016,Positive
16218,Negative
22755,Positive
1722,Negative
12931,Positive
5954,Positive
16879,Positive
5534,Positive
2222,Positive
8690,Positive
16347,Positive
8879,Positive
22256,Positive
8829,Positive
16075,Positive
12101,Positive
71,Negative
19241,Positive
15053,Positive
3580,Positive
16239,Positive
13145,Positive
18922,Positive
3320,Positive
5320,Positive
9526,Positive
15344,Positive
20094,Positive
22479,Negative
16526,Positive
2246,Positive
17310,Positive
107,Positive
13875,Positive
16705,Positive
2993,Positive
10547,Positive
3895,Positive
15334,Positive
15369,Positive
11249,Positive
13621,Positive
9469,Negative
6958,Positive
5648,Positive
2783,Positive
9645,Positive
12913,Positive
4268,Positive
23223,Positive
7064,Positive
13673,Positive
22476,Positive
22131,Positive
13483,Positive
9154,Positive
23306,Positive
13356,Positive
812,Positive
15296,Positive
19006,Positive
990,Positive
380,Positive
15451,Positive
46,Positive
14971,Positive
2073,Positive
9049,Positive
16936,Positive
16790,Negative
20829,Positive
15975,Positive
20384,Positive
15741,Positive
16500,Negative
13939,Positive
16799,Positive
19690,Positive
10008,Positive
15736,Positive
8038,Positive
19047,Positive
14929,Positive
3909,Negative
5276,Negative
17710,Positive
22129,Positive
14246,Positive
23131,Positive
2253,Positive
8732,Positive
17195,Positive
16389,Positive
15554,Positive
11693,Positive
15665,Negative
23283,Positive
17623,Positive
6907,Positive
5163,Positive
5783,Positive
3645,Positive
7112,Positive
20766,Positive
1602,Positive
16074,Positive
11967,Positive
10641,Positive
7812,Positive
12509,Positive
22254,Positive
1090,Positive
15169,Positive
20369,Positive
12451,Positive
18226,Positive
608,Positive
6204,Positive
6703,Positive
9389,Positive
329,Positive
3428,Positive
4336,Positive
8096,Positive
1923,Positive
6390,Negative
8297,Positive
12271,Positive
5064,Positive
17046,Positive
12622,Positive
11094,Positive
6413,Positive
1964,Positive
22156,Positive
20857,Positive
18181,Negative
19463,Positive
22629,Positive
3735,Positive
9530,Positive
2520,Positive
6164,Positive
9527,Positive
19116,Positive
13377,Positive
12747,Positive
5112,Positive
4055,Positive
21244,Positive
8564,Positive
17183,Positive
19679,Positive
9591,Positive
15993,Positive
22681,Positive
16452,Negative
8099,Positive
5952,Positive
12964,Positive
11338,Positive
14216,Positive
11539,Positive
9647,Positive
21772,Positive
13817,Positive
17449,Positive
338,Positive
8435,Positive
6108,Negative
13214,Positive
17844,Positive
7206,Positive
12784,Positive
8839,Positive
12044,Positive
6750,Positive
5142,Positive
1048,Positive
21482,Negative
1358,Negative
10657,Positive
9688,Positive
16640,Positive
13468,Positive
6058,Positive
7116,Positive
15110,Positive
11174,Positive
1287,Positive
9364,Positive
16106,Positive
19842,Negative
22542,Positive
11186,Positive
22931,Positive
12564,Positive
13809,Positive
13965,Positive
16587,Positive
13036,Positive
22192,Positive
22176,Positive
10610,Positive
617,Positive
1051,Positive
16309,Positive
19404,Positive
4393,Positive
22350,Positive
12,Positive
5156,Positive
12476,Positive
23024,Positive
5485,Positive
1344,Positive
23133,Positive
18642,Positive
18609,Negative
21765,Negative
978,Positive
16866,Negative
21833,Positive
10990,Positive
8525,Positive
22426,Positive
20196,Positive
11611,Positive
21115,Positive
12802,Positive
16904,Positive
19300,Positive
848,Positive
23173,Positive
6925,Positive
21728,Positive
4120,Positive
3021,Positive
11895,Negative
3994,Positive
888,Positive
18848,Positive
14010,Negative
8672,Negative
22397,Positive
15392,Negative
9739,Positive
18839,Positive
10715,Positive
14056,Positive
12657,Positive
4437,Positive
9990,Positive
6352,Negative
8059,Negative
13487,Negative
17725,Positive
19445,Positive
4799,Positive
1092,Positive
2882,Positive
14500,Negative
16851,Positive
4417,Negative
6949,Negative
1846,Positive
23009,Positive
15269,Positive
13934,Positive
22938,Positive
16150,Negative
11221,Positive
4187,Positive
2045,Positive
8183,Positive
5178,Positive
544,Positive
13880,Positive
12445,Positive
7038,Negative
15717,Positive
21692,Positive
3860,Positive
15111,Positive
22159,Positive
6103,Positive
21539,Positive
21727,Positive
16203,Positive
13600,Negative
13592,Positive
340,Positive
20519,Positive
14610,Positive
14834,Negative
23004,Positive
2604,Positive
5218,Positive
14669,Positive
22038,Positive
5699,Positive
14277,Positive
22147,Positive
14922,Positive
2309,Positive
16710,Positive
11635,Negative
11702,Positive
16297,Positive
9218,Positive
14580,Positive
19742,Positive
9880,Positive
10850,Positive
10330,Positive
5384,Positive
11190,Positive
3392,Positive
8221,Positive
2225,Positive
8934,Negative
3542,Positive
13168,Positive
8457,Positive
872,Positive
13737,Positive
9359,Positive
9876,Positive
454,Positive
4758,Positive
11383,Positive
9155,Positive
14096,Positive
18434,Positive
21981,Positive
17724,Positive
1418,Negative
22229,Positive
17583,Positive
4041,Positive
9532,Negative
20875,Positive
2673,Positive
7028,Positive
33,Negative
22930,Positive
19966,Positive
2428,Positive
8770,Positive
13020,Positive
4746,Positive
1055,Positive
10759,Negative
8962,Positive
4513,Positive
8750,Positive
8185,Positive
27,Positive
14219,Positive
11679,Positive
12678,Positive
2510,Positive
15526,Positive
21867,Positive
21178,Positive
17727,Positive
10354,Positive
2350,Positive
7212,Positive
3484,Positive
7873,Positive
1942,Positive
20221,Positive
1582,Positive
15138,Positive
15551,Positive
1729,Positive
16446,Positive
20091,Positive
1843,Positive
12623,Negative
7976,Positive
16260,Positive
1096,Positive
10367,Positive
5482,Positive
10492,Positive
14001,Negative
15591,Positive
22936,Positive
19982,Positive
13793,Positive
3743,Positive
19164,Positive
9384,Positive
8265,Positive
15833,Positive
11582,Positive
15711,Positive
10480,Positive
1130,Positive
7346,Positive
16469,Positive
2908,Positive
8769,Positive
21323,Positive
8222,Positive
13656,Positive
10095,Positive
1438,Positive
22488,Positive
19010,Positive
22247,Positive
4773,Positive
21094,Positive
14699,Positive
8484,Positive
4014,Positive
6476,Positive
1583,Positive
501,Positive
15819,Positive
20463,Negative
11281,Negative
16832,Positive
13300,Positive
9109,Positive
5826,Positive
5092,Positive
11789,Positive
15390,Positive
21326,Positive
1835,Positive
4908,Negative
11527,Positive
18591,Positive
18643,Positive
16743,Positive
22067,Positive
9356,Negative
4915,Positive
9073,Positive
757,Positive
12597,Positive
5870,Positive
2995,Positive
9767,Positive
14443,Positive
11711,Positive
13644,Positive
15799,Positive
12191,Positive
18682,Positive
5612,Positive
2205,Negative
853,Positive
7842,Positive
17317,Positive
19986,Positive
10556,Positive
9980,Positive
11714,Positive
20881,Positive
1559,Positive
9766,Negative
10965,Positive
17554,Positive
3288,Positive
8241,Positive
22983,Positive
12180,Positive
9869,Positive
8864,Positive
11580,Positive
20929,Positive
2194,Positive
20358,Positive
6076,Positive
16977,Positive
11315,Negative
5347,Positive
10662,Positive
13858,Positive
23250,Positive
6836,Positive
4679,Positive
6457,Positive
11193,Positive
16702,Negative
13773,Positive
10740,Positive
14266,Positive
23137,Negative
3102,Negative
21879,Positive
21266,Positive
988,Positive
18614,Positive
3604,Positive
17044,Negative
20304,Positive
7712,Negative
5128,Negative
3233,Positive
8709,Positive
17981,Positive
20137,Positive
19203,Positive
2641,Positive
13668,Positive
19472,Positive
12906,Positive
12314,Positive
224,Positive
9754,Positive
5187,Positive
13382,Positive
21701,Positive
20610,Positive
1217,Positive
15929,Positive
7003,Positive
4233,Positive
589,Positive
19282,Positive
17411,Negative
21562,Positive
1128,Positive
20084,Positive
12947,Positive
14520,Positive
1911,Positive
12373,Positive
6335,Positive
10223,Positive
946,Positive
2247,Positive
1673,Positive
7228,Positive
10163,Positive
16781,Positive
17744,Negative
3494,Negative
18516,Positive
7068,Positive
14759,Positive
11608,Positive
5838,Positive
18400,Positive
4907,Positive
13095,Positive
14166,Positive
5497,Positive
85,Negative
1085,Positive
11285,Positive
7412,Negative
19286,Positive
12475,Positive
23078,Negative
924,Positive
14444,Positive
11041,Positive
18411,Positive
7128,Positive
16209,Positive
2632,Positive
16252,Positive
433,Positive
16644,Positive
7355,Positive
16816,Positive
948,Negative
4524,Positive
6591,Positive
22127,Positive
21402,Positive
8797,Positive
18767,Positive
21829,Positive
22371,Positive
15595,Positive
17594,Negative
18022,Positive
18778,Positive
17478,Positive
5773,Positive
23468,Positive
3395,Positive
14798,Positive
15669,Positive
6919,Positive
7472,Negative
10987,Positive
7895,Positive
2184,Positive
1604,Positive
7222,Positive
16135,Positive
4887,Positive
20933,Negative
11434,Positive
22258,Positive
10640,Negative
20747,Positive
5914,Positive
13388,Positive
331,Positive
17874,Positive
16019,Negative
8236,Positive
22700,Positive
9702,Positive
6762,Negative
22797,Positive
7183,Positive
3366,Positive
3142,Positive
19243,Positive
23035,Positive
6985,Positive
11037,Positive
17867,Positive
13222,Positive
17723,Positive
9734,Positive
23141,Positive
14767,Negative
21944,Positive
17227,Positive
17682,Positive
8082,Positive
19817,Positive
17691,Negative
3282,Positive
6193,Positive
20593,Positive
23122,Positive
3043,Negative
8958,Positive
9289,Positive
14332,Positive
1,Positive
23478,Negative
16256,Positive
5820,Positive
981,Positive
9875,Positive
8262,Positive
12015,Positive
11987,Positive
4859,Positive
21860,Positive
7178,Positive
7120,Negative
20984,Positive
15003,Positive
18073,Positive
15640,Positive
23203,Positive
16282,Positive
456,Positive
22596,Positive
2939,Positive
1248,Positive
21710,Positive
20550,Positive
4387,Positive
11480,Positive
6525,Positive
15251,Positive
19042,Positive
13310,Positive
2162,Positive
5525,Positive
7279,Positive
830,Negative
418,Positive
23138,Positive
5760,Positive
21600,Positive
17932,Positive
12054,Negative
20042,Positive
10915,Positive
18627,Positive
2076,Positive
18855,Positive
2949,Positive
13255,Positive
10375,Positive
1552,Positive
23208,Positive
7106,Positive
16691,Positive
21733,Positive
23193,Positive
11169,Positive
11949,Positive
13883,Positive
2980,Positive
4057,Positive
20180,Positive
18423,Positive
14142,Positive
1755,Positive
15257,Positive
21211,Positive
3411,Positive
22284,Negative
2015,Positive
18949,Positive
19123,Positive
12278,Positive
865,Positive
3345,Positive
840,Positive
21542,Positive
14101,Positive
7876,Positive
13678,Negative
8957,Positive
16080,Positive
20910,Positive
13164,Positive
6823,Positive
19347,Positive
10878,Positive
19570,Positive
3636,Positive
4928,Positive
7687,Positive
18521,Positive
524,Positive
6598,Positive
20170,Positive
8589,Positive
22032,Positive
5189,Positive
12302,Positive
4720,Positive
9627,Positive
5532,Positive
12456,Positive
7065,Positive
16993,Positive
3321,Positive
4291,Positive
9033,Positive
16934,Positive
2077,Negative
8876,Positive
6151,Positive
21012,Positive
22778,Positive
19891,Negative
4094,Positive
4159,Positive
20591,Positive
1598,Positive
4555,Positive
14733,Positive
12000,Positive
19713,Positive
16487,Positive
22482,Positive
14606,Positive
22369,Positive
18091,Positive
16925,Positive
8179,Positive
2686,Positive
3338,Positive
6575,Positive
2188,Positive
16314,Positive
3884,Positive
8921,Positive
6540,Positive
8166,Positive
17565,Positive
20690,Positive
13583,Positive
13791,Positive
16196,Positive
17203,Positive
1532,Positive
4378,Positive
15643,Positive
23373,Positive
13969,Positive
22908,Positive
20991,Positive
16858,Positive
20995,Positive
7986,Positive
20614,Positive
12639,Positive
7501,Positive
1069,Positive
17077,Positive
7537,Positive
1155,Positive
10170,Positive
16983,Positive
5129,Positive
11842,Positive
15855,Positive
3442,Positive
22453,Positive
9430,Positive
6262,Positive
15207,Negative
5750,Positive
10123,Positive
6318,Positive
5094,Negative
14916,Positive
22948,Positive
15918,Positive
10101,Positive
12436,Positive
6826,Positive
2685,Positive
11362,Positive
19271,Positive
14763,Positive
5120,Positive
6460,Positive
4113,Positive
18156,Positive
14514,Positive
14068,Positive
16531,Positive
18355,Negative
898,Positive
18356,Positive
11566,Positive
16865,Positive
5341,Positive
12145,Positive
15060,Negative
18104,Positive
6260,Positive
2663,Positive
10813,Positive
8603,Positive
13725,Positive
18039,Positive
21176,Negative
2929,Positive
11121,Positive
9733,Positive
7824,Positive
23170,Positive
2111,Positive
18494,Negative
18415,Negative
11917,Positive
18523,Positive
14624,Positive
17936,Positive
8118,Positive
691,Positive
11476,Positive
13163,Positive
15720,Positive
21870,Positive
106,Positive
9020,Negative
20471,Positive
1798,Positive
19668,Positive
11691,Positive
1816,Positive
20087,Negative
15644,Negative
21060,Positive
18562,Positive
3614,Positive
11981,Positive
209,Negative
18462,Positive
21095,Positive
3018,Positive
9860,Positive
12766,Positive
13011,Positive
4146,Negative
11070,Positive
13825,Positive
10894,Positive
10650,Positive
20533,Positive
5183,Positive
14805,Positive
20402,Positive
13683,Positive
15636,Positive
1763,Positive
11750,Positive
11316,Positive
18515,Positive
23159,Negative
